difficulty target_name F1 lDDToligo Jaccard TMscore
easy T1178 59.3 0.725 0.76 0.929
easy T1178 61.5 0.759 0.74 0.938
easy T1178 61.5 0.759 0.74 0.938
easy T1178 61.5 0.759 0.74 0.938
easy T1178 62.9 0.778 0.74 0.940
easy T1178 62.9 0.778 0.74 0.940
easy T1178 61.5 0.778 0.73 0.943
easy T1178 60.9 0.725 0.76 0.924
easy T1178 64.3 0.784 0.79 0.941
easy T1178 64.3 0.784 0.79 0.941
easy T1178 64.3 0.784 0.79 0.941
easy T1178 58.7 0.788 0.72 0.940
easy T1178 58.7 0.788 0.72 0.940
easy T1178 58.3 0.739 0.75 0.924
easy T1178 62.3 0.753 0.76 0.935
easy T1178 58.7 0.788 0.72 0.940
easy T1178 56.9 0.738 0.71 0.930
easy T1178 56.9 0.738 0.71 0.930
easy T1178 58.4 0.776 0.77 0.928
easy T1178 63.3 0.744 0.68 0.952
easy T1178 58.6 0.756 0.73 0.929
easy T1178 58.6 0.756 0.73 0.929
easy T1178 58.6 0.756 0.73 0.929
easy T1178 58.9 0.766 0.72 0.933
easy T1178 58.9 0.766 0.72 0.933
easy T1178 58.9 0.766 0.72 0.933
easy T1178 64.9 0.798 0.76 0.949
easy T1178 62.0 0.784 0.77 0.946
easy T1178 61.6 0.771 0.75 0.933
easy T1178 59.5 0.739 0.75 0.932
easy T1178 58.6 0.746 0.76 0.942
easy T1178 54.7 0.752 0.72 0.928
easy T1178 54.7 0.752 0.72 0.928
easy T1178 54.7 0.752 0.72 0.928
easy T1178 60.2 0.777 0.76 0.929
easy T1178 55.9 0.723 0.74 0.925
easy T1178 60.3 0.735 0.76 0.935
easy T1178 59.5 0.780 0.79 0.930
easy T1178 49.6 0.695 0.68 0.894
easy T1178 50.5 0.703 0.71 0.922
easy T1178 53.6 0.712 0.73 0.917
easy T1178 56.4 0.770 0.72 0.926
easy T1178 56.4 0.770 0.72 0.926
easy T1178 56.4 0.770 0.72 0.926
easy T1178 57.6 0.709 0.69 0.927
easy T1178 55.5 0.727 0.75 0.917
easy T1178 55.5 0.727 0.75 0.917
easy T1178 55.5 0.727 0.75 0.917
easy T1178 55.5 0.727 0.75 0.917
easy T1178 52.4 0.693 0.71 0.909
easy T1178 52.4 0.693 0.71 0.909
easy T1178 50.3 0.734 0.65 0.918
easy T1178 52.7 0.760 0.75 0.923
easy T1178 51.6 0.718 0.75 0.913
easy T1178 49.9 0.684 0.67 0.895
easy T1178 50.9 0.708 0.68 0.923
easy T1178 50.7 0.704 0.68 0.921
easy T1178 56.2 0.714 0.67 0.932
easy T1178 56.1 0.774 0.73 0.939
easy T1178 50.3 0.674 0.71 0.904
easy T1178 51.1 0.716 0.66 0.918
easy T1178 51.1 0.716 0.66 0.918
easy T1178 51.1 0.716 0.66 0.918
easy T1178 54.5 0.718 0.64 0.931
easy T1178 50.5 0.718 0.70 0.910
easy T1178 50.1 0.678 0.73 0.892
easy T1178 54.0 0.717 0.73 0.896
easy T1178 51.2 0.705 0.69 0.904
easy T1178 48.6 0.696 0.68 0.901
easy T1178 48.6 0.696 0.68 0.901
easy T1178 55.3 0.693 0.66 0.887
easy T1178 52.8 0.737 0.73 0.910
easy T1178 50.5 0.735 0.72 0.910
easy T1178 42.0 0.675 0.66 0.895
easy T1178 42.0 0.675 0.66 0.895
easy T1178 42.0 0.675 0.66 0.895
easy T1178 36.3 0.662 0.59 0.879
easy T1178 51.5 0.694 0.60 0.912
easy T1178 48.7 0.701 0.75 0.886
easy T1178 51.4 0.736 0.75 0.909
easy T1178 45.0 0.680 0.76 0.887
easy T1178 45.7 0.752 0.59 0.932
easy T1178 45.7 0.752 0.59 0.932
easy T1178 45.7 0.752 0.59 0.932
easy T1178 44.8 0.682 0.66 0.883
easy T1178 44.8 0.682 0.66 0.883
easy T1178 43.1 0.688 0.60 0.890
easy T1178 44.9 0.664 0.68 0.874
easy T1178 46.0 0.710 0.64 0.904
easy T1178 40.5 0.714 0.62 0.923
easy T1178 37.2 0.682 0.58 0.890
easy T1178 49.6 0.697 0.67 0.896
easy T1178 47.9 0.752 0.68 0.919
easy T1178 47.9 0.752 0.68 0.919
easy T1178 47.9 0.752 0.68 0.919
easy T1178 44.1 0.669 0.67 0.882
easy T1178 44.1 0.669 0.67 0.882
easy T1178 45.0 0.680 0.72 0.886
easy T1178 45.1 0.683 0.71 0.879
easy T1178 45.0 0.704 0.68 0.895
easy T1178 44.7 0.673 0.64 0.873
easy T1178 45.0 0.694 0.71 0.888
easy T1178 39.3 0.661 0.64 0.881
easy T1178 45.7 0.710 0.65 0.906
easy T1178 44.3 0.664 0.67 0.896
easy T1178 41.6 0.666 0.63 0.876
easy T1178 41.6 0.666 0.63 0.876
easy T1178 45.5 0.683 0.73 0.885
easy T1178 36.2 0.641 0.48 0.883
easy T1178 42.0 0.679 0.63 0.883
easy T1178 43.9 0.684 0.68 0.880
easy T1178 45.4 0.668 0.60 0.889
easy T1178 43.0 0.648 0.65 0.871
easy T1178 43.0 0.648 0.65 0.871
easy T1178 42.9 0.683 0.67 0.889
easy T1178 41.2 0.665 0.64 0.895
easy T1178 41.2 0.665 0.64 0.895
easy T1178 42.9 0.692 0.65 0.892
easy T1178 42.6 0.698 0.64 0.884
easy T1178 46.7 0.720 0.71 0.910
easy T1178 43.5 0.694 0.70 0.891
easy T1178 40.3 0.638 0.63 0.862
easy T1178 40.3 0.638 0.63 0.862
easy T1178 40.5 0.666 0.61 0.879
easy T1178 39.4 0.647 0.63 0.870
easy T1178 42.6 0.667 0.60 0.874
easy T1178 42.6 0.667 0.60 0.874
easy T1178 40.3 0.653 0.62 0.870
easy T1178 41.8 0.664 0.73 0.862
easy T1178 40.9 0.693 0.64 0.902
easy T1178 45.4 0.654 0.59 0.883
easy T1178 39.9 0.661 0.61 0.888
easy T1178 38.0 0.660 0.61 0.876
easy T1178 42.4 0.692 0.63 0.889
easy T1178 40.3 0.605 0.67 0.836
easy T1178 39.8 0.613 0.67 0.857
easy T1178 41.9 0.659 0.55 0.836
easy T1178 37.7 0.639 0.58 0.866
easy T1178 37.7 0.639 0.58 0.866
easy T1178 23.9 0.658 0.54 0.815
easy T1178 32.4 0.644 0.53 0.796
easy T1178 31.9 0.548 0.42 0.758
easy T1178 31.9 0.548 0.42 0.758
easy T1178 35.9 0.659 0.41 0.862
easy T1178 25.5 0.604 0.53 0.875
easy T1178 35.7 0.656 0.41 0.860
easy T1178 32.6 0.655 0.38 0.849
easy T1178 26.7 0.558 0.56 0.800
easy T1178 26.7 0.558 0.56 0.800
easy T1178 11.2 0.656 0.35 0.746
easy T1178 16.8 0.516 0.40 0.712
easy T1178 12.7 0.571 0.42 0.632
easy T1178 12.7 0.571 0.42 0.632
easy T1178 9.2 0.653 0.38 0.688
easy T1178 14.7 0.584 0.34 0.738
easy T1178 9.2 0.656 0.33 0.784
easy T1178 5.8 0.557 0.28 0.620
easy T1178 5.6 0.558 0.21 0.647
easy T1178 2.2 0.551 0.24 0.608
easy T1178 7.2 0.520 0.30 0.476
easy T1178 7.2 0.520 0.30 0.476
easy T1178 10.5 0.548 0.18 0.563
easy T1178 10.5 0.548 0.18 0.563
easy T1178 6.6 0.568 0.32 0.642
easy T1178 2.3 0.558 0.19 0.619
easy T1178 5.6 0.562 0.28 0.628
easy T1178 6.9 0.538 0.26 0.570
easy T1178 6.9 0.538 0.26 0.570
easy T1178 4.3 0.497 0.09 0.595
easy T1178 1.8 0.563 0.24 0.614
easy T1178 1.6 0.609 0.31 0.552
easy T1178 0.6 0.571 0.15 0.575
easy T1178 0.6 0.571 0.15 0.575
easy T1178 0.0 0.549 0.27 0.519
easy T1178 1.6 0.570 0.22 0.484
easy T1178 1.6 0.570 0.22 0.484
easy T1178 0.7 0.052 0.26 0.503
easy T1178 0.7 0.052 0.26 0.503
easy T1178 0.0 0.541 0.07 0.479
easy T1178 0.0 0.541 0.07 0.479
easy T1178 0.0 0.513 0.04 0.456
easy T1178 0.0 0.513 0.04 0.456
easy T1178 0.0 0.607 0.20 0.491
easy T1178 0.0 0.487 0.00 0.378
easy T1178 0.0 0.085 0.26 0.478
easy T1178 0.0 0.659 0.01 0.484
easy T1178 0.0 0.484 0.00 0.386
easy T1178 0.0 0.488 0.00 0.381
easy T1179 79.6 0.850 0.80 0.971
easy T1179 80.7 0.825 0.77 0.960
easy T1179 80.7 0.825 0.77 0.960
easy T1179 80.7 0.825 0.77 0.960
easy T1179 72.6 0.728 0.69 0.948
easy T1179 69.8 0.782 0.60 0.954
easy T1179 65.4 0.711 0.74 0.932
easy T1179 67.7 0.744 0.58 0.902
easy T1179 71.7 0.795 0.67 0.951
easy T1179 67.8 0.735 0.64 0.931
easy T1179 56.5 0.632 0.65 0.838
easy T1179 49.0 0.681 0.57 0.865
easy T1179 38.2 0.686 0.65 0.892
easy T1179 32.7 0.688 0.56 0.873
easy T1179 25.7 0.635 0.51 0.850
easy T1179 34.0 0.714 0.54 0.861
easy T1179 26.3 0.685 0.50 0.865
easy T1179 38.9 0.641 0.63 0.871
easy T1179 29.9 0.643 0.57 0.876
easy T1179 29.9 0.643 0.57 0.876
easy T1179 22.5 0.614 0.53 0.888
easy T1179 33.1 0.680 0.53 0.866
easy T1179 22.5 0.614 0.53 0.888
easy T1179 29.3 0.600 0.54 0.822
easy T1179 23.9 0.612 0.43 0.867
easy T1179 23.9 0.612 0.43 0.867
easy T1179 25.4 0.636 0.45 0.869
easy T1179 31.9 0.670 0.63 0.871
easy T1179 25.6 0.538 0.58 0.839
easy T1179 25.1 0.667 0.48 0.873
easy T1179 25.7 0.656 0.40 0.752
easy T1179 25.7 0.656 0.40 0.752
easy T1179 23.6 0.541 0.50 0.836
easy T1179 20.2 0.613 0.51 0.818
easy T1179 29.4 0.610 0.55 0.825
easy T1179 29.4 0.610 0.55 0.825
easy T1179 21.2 0.666 0.47 0.894
easy T1179 23.5 0.688 0.45 0.836
easy T1179 22.1 0.630 0.48 0.857
easy T1179 22.1 0.630 0.48 0.857
easy T1179 23.5 0.613 0.45 0.867
easy T1179 24.1 0.598 0.43 0.765
easy T1179 30.7 0.655 0.49 0.851
easy T1179 30.7 0.655 0.49 0.851
easy T1179 29.9 0.682 0.64 0.901
easy T1179 21.0 0.606 0.52 0.863
easy T1179 21.7 0.642 0.44 0.902
easy T1179 35.9 0.638 0.60 0.862
easy T1179 26.1 0.625 0.45 0.894
easy T1179 18.9 0.603 0.46 0.824
easy T1179 18.9 0.603 0.46 0.824
easy T1179 18.9 0.603 0.46 0.824
easy T1179 28.8 0.582 0.57 0.825
easy T1179 28.8 0.582 0.57 0.825
easy T1179 28.8 0.582 0.57 0.825
easy T1179 28.8 0.582 0.57 0.825
easy T1179 31.6 0.668 0.40 0.850
easy T1179 21.1 0.635 0.47 0.871
easy T1179 21.1 0.635 0.47 0.871
easy T1179 13.2 0.675 0.44 0.802
easy T1179 19.9 0.573 0.51 0.774
easy T1179 14.9 0.532 0.49 0.742
easy T1179 23.3 0.642 0.49 0.723
easy T1179 28.7 0.655 0.53 0.818
easy T1179 24.1 0.493 0.52 0.738
easy T1179 20.3 0.630 0.39 0.899
easy T1179 18.2 0.606 0.40 0.877
easy T1179 18.2 0.606 0.40 0.877
easy T1179 14.7 0.605 0.52 0.829
easy T1179 14.7 0.605 0.52 0.829
easy T1179 21.3 0.668 0.47 0.837
easy T1179 15.1 0.663 0.45 0.858
easy T1179 17.3 0.602 0.40 0.843
easy T1179 17.3 0.602 0.40 0.843
easy T1179 17.3 0.602 0.40 0.843
easy T1179 17.8 0.635 0.39 0.811
easy T1179 26.4 0.547 0.55 0.750
easy T1179 26.4 0.547 0.55 0.750
easy T1179 26.4 0.547 0.55 0.750
easy T1179 26.4 0.547 0.55 0.750
easy T1179 23.0 0.623 0.46 0.843
easy T1179 12.3 0.671 0.44 0.810
easy T1179 12.3 0.671 0.44 0.810
easy T1179 23.0 0.623 0.46 0.843
easy T1179 21.7 0.652 0.41 0.774
easy T1179 21.7 0.652 0.41 0.774
easy T1179 25.7 0.544 0.53 0.744
easy T1179 22.7 0.611 0.39 0.856
easy T1179 17.3 0.537 0.43 0.770
easy T1179 20.2 0.494 0.43 0.751
easy T1179 20.1 0.501 0.49 0.738
easy T1179 20.1 0.501 0.49 0.738
easy T1179 20.1 0.501 0.49 0.738
easy T1179 10.2 0.544 0.46 0.776
easy T1179 8.1 0.607 0.36 0.792
easy T1179 10.2 0.544 0.46 0.776
easy T1179 13.3 0.628 0.48 0.806
easy T1179 22.0 0.625 0.35 0.760
easy T1179 11.1 0.605 0.48 0.884
easy T1179 16.2 0.530 0.37 0.760
easy T1179 18.9 0.529 0.46 0.781
easy T1179 18.9 0.529 0.46 0.781
easy T1179 18.9 0.529 0.46 0.781
easy T1179 20.3 0.520 0.53 0.741
easy T1179 13.8 0.527 0.49 0.751
easy T1179 10.9 0.571 0.49 0.774
easy T1179 5.1 0.605 0.38 0.795
easy T1179 10.9 0.571 0.49 0.774
easy T1179 16.0 0.563 0.44 0.823
easy T1179 13.7 0.462 0.47 0.765
easy T1179 10.3 0.672 0.36 0.774
easy T1179 12.3 0.588 0.41 0.794
easy T1179 19.3 0.507 0.42 0.772
easy T1179 19.1 0.517 0.55 0.773
easy T1179 19.1 0.517 0.55 0.773
easy T1179 19.1 0.517 0.55 0.773
easy T1179 19.3 0.507 0.42 0.772
easy T1179 19.3 0.507 0.42 0.772
easy T1179 20.9 0.636 0.29 0.676
easy T1179 14.4 0.468 0.47 0.765
easy T1179 12.4 0.533 0.44 0.791
easy T1179 11.6 0.507 0.45 0.743
easy T1179 11.6 0.507 0.45 0.743
easy T1179 16.6 0.598 0.46 0.852
easy T1179 18.7 0.367 0.45 0.636
easy T1179 9.6 0.515 0.36 0.769
easy T1179 18.9 0.548 0.37 0.630
easy T1179 12.9 0.614 0.38 0.787
easy T1179 12.9 0.614 0.38 0.787
easy T1179 14.7 0.609 0.41 0.639
easy T1179 11.8 0.578 0.38 0.658
easy T1179 11.8 0.578 0.38 0.658
easy T1179 14.0 0.473 0.49 0.640
easy T1179 17.6 0.590 0.39 0.651
easy T1179 17.6 0.590 0.39 0.651
easy T1179 9.7 0.519 0.40 0.736
easy T1179 13.1 0.553 0.46 0.773
easy T1179 14.0 0.551 0.45 0.772
easy T1179 15.8 0.509 0.47 0.761
easy T1179 11.5 0.522 0.43 0.626
easy T1179 8.9 0.517 0.41 0.735
easy T1179 11.9 0.584 0.43 0.743
easy T1179 11.9 0.584 0.43 0.743
easy T1179 17.7 0.499 0.39 0.759
easy T1179 16.4 0.513 0.46 0.785
easy T1179 16.1 0.515 0.45 0.785
easy T1179 7.0 0.518 0.36 0.760
easy T1179 15.2 0.512 0.44 0.785
easy T1179 7.0 0.518 0.36 0.760
easy T1179 15.2 0.515 0.45 0.785
easy T1179 12.4 0.479 0.41 0.644
easy T1179 15.2 0.511 0.44 0.786
easy T1179 16.2 0.516 0.44 0.786
easy T1179 16.2 0.516 0.44 0.786
easy T1179 9.8 0.581 0.37 0.659
easy T1179 15.1 0.511 0.43 0.786
easy T1179 9.9 0.517 0.37 0.760
easy T1179 17.9 0.556 0.32 0.585
easy T1179 17.9 0.556 0.32 0.585
easy T1179 14.7 0.497 0.24 0.597
easy T1179 14.7 0.497 0.24 0.597
easy T1179 9.8 0.530 0.48 0.766
easy T1179 11.5 0.462 0.24 0.686
easy T1179 11.5 0.462 0.24 0.686
easy T1179 8.8 0.464 0.40 0.549
easy T1179 9.2 0.472 0.29 0.712
easy T1179 9.2 0.472 0.29 0.712
easy T1179 14.5 0.447 0.38 0.617
easy T1179 11.9 0.605 0.44 0.612
easy T1179 15.3 0.439 0.35 0.592
easy T1179 7.3 0.464 0.37 0.642
easy T1179 9.7 0.482 0.34 0.686
easy T1179 8.9 0.438 0.30 0.567
easy T1179 8.8 0.532 0.36 0.637
easy T1179 5.0 0.512 0.33 0.773
easy T1179 4.1 0.618 0.11 0.841
easy T1179 8.1 0.498 0.38 0.718
easy T1179 4.1 0.618 0.11 0.841
easy T1179 6.0 0.502 0.36 0.735
easy T1179 6.9 0.515 0.34 0.576
easy T1179 7.3 0.552 0.39 0.696
easy T1179 8.1 0.422 0.31 0.557
easy T1179 3.4 0.513 0.29 0.731
easy T1179 4.5 0.518 0.44 0.677
easy T1179 4.5 0.518 0.44 0.677
easy T1179 5.0 0.504 0.31 0.732
easy T1179 7.0 0.558 0.18 0.734
easy T1179 0.0 0.522 0.37 0.660
easy T1179 3.2 0.512 0.32 0.587
easy T1179 0.0 0.489 0.21 0.469
easy T1179 0.0 0.632 0.32 0.568
easy T1179 0.0 0.632 0.32 0.568
easy T1179 0.0 0.491 0.09 0.534
easy T1179 3.6 0.490 0.19 0.614
easy T1179 3.9 0.163 0.08 0.213
easy T1179 0.0 0.527 0.15 0.500
easy T1179 0.5 0.503 0.27 0.471
easy T1179 1.7 0.565 0.23 0.633
easy T1179 1.0 0.487 0.17 0.469
easy T1179 0.5 0.526 0.24 0.547
easy T1179 3.1 0.490 0.18 0.466
easy T1179 0.0 0.512 0.14 0.505
easy T1179 0.0 0.487 0.06 0.474
easy T1179 0.0 0.622 0.58 0.518
easy T1179 0.0 0.524 0.12 0.464
easy T1179 0.5 0.594 0.25 0.501
easy T1179 0.6 0.520 0.20 0.499
easy T1179 0.6 0.520 0.20 0.499
easy T1179 0.0 0.485 0.07 0.429
easy T1179 0.0 0.486 0.17 0.500
easy T1179 0.0 0.486 0.17 0.500
easy T1179 0.0 0.531 0.20 0.474
easy T1179 2.5 0.529 0.16 0.465
easy T1179 0.0 0.433 0.19 0.437
easy T1179 0.6 0.503 0.18 0.521
easy T1179 0.6 0.503 0.18 0.521
easy T1179 0.0 0.534 0.26 0.461
easy T1179 0.0 0.570 0.16 0.477
easy T1179 0.0 0.148 0.06 0.155
easy T1179 0.0 0.148 0.06 0.155
easy T1179 0.0 0.128 0.11 0.127
easy T1179 0.0 0.128 0.11 0.127
easy T1179 0.0 0.488 0.12 0.450
easy T1179 0.0 0.443 0.16 0.455
easy T1179 0.0 0.137 0.02 0.164
easy T1179 0.0 0.487 0.27 0.443
easy T1179 0.0 0.137 0.02 0.164
easy T1179 0.0 0.159 0.05 0.185
easy T1179 0.0 0.159 0.09 0.186
easy T1179 0.0 0.487 0.26 0.436
easy T1179 0.0 0.476 0.04 0.416
easy T1179 0.0 0.447 0.14 0.491
easy T1179 0.0 0.522 0.14 0.454
easy T1179 0.0 0.134 0.12 0.465
easy T1179 0.0 0.580 0.00 0.435
easy T1179 0.0 0.194 0.20 0.486
easy T1179 0.0 0.544 0.00 0.412
easy T1179 0.0 0.580 0.00 0.435
easy T1179 0.0 0.524 0.07 0.425
easy T1179 0.0 0.544 0.00 0.412
easy T1179 0.0 0.559 0.00 0.416
easy T1179 0.0 0.194 0.20 0.486
easy T1179 0.0 0.490 0.04 0.409
easy T1179 0.0 0.568 0.00 0.435
easy T1179 0.0 0.489 0.04 0.409
easy T1179 0.0 0.451 0.01 0.376
easy T1179 0.0 0.134 0.12 0.465
easy T1179 0.0 0.568 0.00 0.435
easy T1179 0.0 0.537 0.14 0.422
easy T1179 0.0 0.490 0.00 0.410
easy T1179 0.0 0.617 0.01 0.459
easy T1179 0.0 0.157 0.00 0.164
easy T1179 0.0 0.559 0.00 0.416
easy T1179 0.0 0.438 0.10 0.460
easy T1179 0.0 0.516 0.05 0.428
easy T1179 0.0 0.158 0.01 0.177
easy T1179 0.0 0.473 0.11 0.423
easy T1179 0.0 0.492 0.10 0.416
easy T1179 0.0 0.157 0.00 0.164
easy T1179 0.0 0.445 0.05 0.398
easy T1179 0.0 0.158 0.00 0.169
easy T1179 0.0 0.538 0.05 0.425
easy T1179 0.0 0.473 0.11 0.423
easy T1179 0.0 0.447 0.06 0.399
easy T1179 0.0 0.451 0.01 0.376
easy T1181 60.7 0.793 0.65 0.865
easy T1181 55.1 0.777 0.59 0.508
easy T1181 55.1 0.777 0.59 0.508
easy T1181 55.1 0.777 0.59 0.508
easy T1181 59.3 0.751 0.64 0.846
easy T1181 57.4 0.788 0.63 0.863
easy T1181 59.2 0.752 0.65 0.846
easy T1181 57.2 0.758 0.57 0.876
easy T1181 57.2 0.758 0.57 0.876
easy T1181 57.2 0.758 0.57 0.876
easy T1181 55.2 0.784 0.59 0.450
easy T1181 62.7 0.801 0.63 0.854
easy T1181 60.3 0.810 0.63 0.847
easy T1181 57.7 0.801 0.58 0.457
easy T1181 57.3 0.801 0.59 0.850
easy T1181 57.3 0.801 0.59 0.850
easy T1181 57.3 0.801 0.59 0.850
easy T1181 55.5 0.790 0.58 0.440
easy T1181 57.0 0.808 0.60 0.854
easy T1181 57.0 0.808 0.60 0.854
easy T1181 57.0 0.808 0.60 0.854
easy T1181 57.0 0.808 0.60 0.854
easy T1181 56.0 0.783 0.61 0.851
easy T1181 52.5 0.763 0.55 0.847
easy T1181 52.5 0.763 0.55 0.847
easy T1181 52.5 0.763 0.55 0.847
easy T1181 58.5 0.799 0.56 0.449
easy T1181 55.0 0.786 0.57 0.833
easy T1181 49.9 0.781 0.54 0.850
easy T1181 49.9 0.782 0.54 0.453
easy T1181 53.1 0.784 0.55 0.835
easy T1181 49.9 0.782 0.54 0.453
easy T1181 56.8 0.767 0.55 0.422
easy T1181 52.6 0.773 0.56 0.468
easy T1181 49.3 0.779 0.50 0.448
easy T1181 49.3 0.779 0.50 0.448
easy T1181 49.3 0.779 0.50 0.448
easy T1181 49.3 0.779 0.50 0.448
easy T1181 49.1 0.770 0.54 0.838
easy T1181 51.8 0.637 0.50 0.750
easy T1181 51.8 0.637 0.50 0.750
easy T1181 51.8 0.637 0.50 0.750
easy T1181 49.7 0.776 0.54 0.841
easy T1181 47.0 0.718 0.51 0.443
easy T1181 52.4 0.752 0.52 0.837
easy T1181 50.6 0.780 0.56 0.480
easy T1181 50.5 0.717 0.52 0.824
easy T1181 49.5 0.776 0.53 0.834
easy T1181 49.5 0.776 0.53 0.834
easy T1181 49.5 0.776 0.53 0.834
easy T1181 47.1 0.758 0.51 0.440
easy T1181 44.2 0.755 0.51 0.818
easy T1181 48.9 0.748 0.57 0.822
easy T1181 48.4 0.780 0.53 0.466
easy T1181 48.4 0.780 0.53 0.466
easy T1181 48.4 0.780 0.53 0.466
easy T1181 48.4 0.780 0.53 0.466
easy T1181 48.4 0.780 0.53 0.466
easy T1181 48.4 0.780 0.53 0.466
easy T1181 48.4 0.780 0.53 0.466
easy T1181 48.4 0.780 0.53 0.466
easy T1181 48.4 0.780 0.53 0.466
easy T1181 48.5 0.734 0.54 0.440
easy T1181 50.5 0.771 0.57 0.836
easy T1181 46.8 0.759 0.52 0.466
easy T1181 49.1 0.691 0.52 0.768
easy T1181 47.2 0.738 0.51 0.842
easy T1181 49.1 0.691 0.52 0.768
easy T1181 46.2 0.715 0.49 0.459
easy T1181 49.1 0.691 0.52 0.768
easy T1181 46.8 0.740 0.50 0.463
easy T1181 45.2 0.761 0.48 0.838
easy T1181 46.8 0.740 0.50 0.463
easy T1181 46.8 0.740 0.50 0.463
easy T1181 46.8 0.740 0.50 0.463
easy T1181 48.6 0.752 0.50 0.437
easy T1181 48.6 0.752 0.50 0.437
easy T1181 48.6 0.752 0.50 0.437
easy T1181 49.1 0.711 0.50 0.777
easy T1181 43.9 0.689 0.48 0.400
easy T1181 43.9 0.689 0.48 0.400
easy T1181 49.1 0.712 0.50 0.777
easy T1181 46.6 0.714 0.45 0.833
easy T1181 46.6 0.714 0.45 0.833
easy T1181 46.6 0.714 0.45 0.833
easy T1181 46.6 0.714 0.45 0.833
easy T1181 46.6 0.714 0.45 0.833
easy T1181 46.6 0.714 0.45 0.833
easy T1181 47.2 0.777 0.51 0.448
easy T1181 44.8 0.760 0.46 0.841
easy T1181 38.0 0.723 0.50 0.474
easy T1181 44.2 0.764 0.50 0.445
easy T1181 48.4 0.661 0.51 0.393
easy T1181 44.2 0.764 0.50 0.445
easy T1181 44.2 0.764 0.50 0.445
easy T1181 43.7 0.774 0.50 0.846
easy T1181 45.9 0.751 0.55 0.457
easy T1181 44.7 0.765 0.52 0.442
easy T1181 44.7 0.765 0.52 0.442
easy T1181 44.7 0.765 0.52 0.442
easy T1181 48.4 0.754 0.53 0.455
easy T1181 43.6 0.752 0.44 0.836
easy T1181 49.8 0.751 0.54 0.804
easy T1181 41.9 0.750 0.43 0.836
easy T1181 46.0 0.738 0.52 0.432
easy T1181 46.7 0.708 0.46 0.392
easy T1181 37.6 0.728 0.48 0.449
easy T1181 41.4 0.680 0.46 0.753
easy T1181 41.4 0.680 0.46 0.753
easy T1181 41.4 0.680 0.46 0.753
easy T1181 48.6 0.769 0.46 0.820
easy T1181 48.6 0.769 0.46 0.820
easy T1181 42.5 0.704 0.46 0.769
easy T1181 35.7 0.679 0.42 0.820
easy T1181 42.4 0.706 0.46 0.769
easy T1181 44.1 0.737 0.45 0.442
easy T1181 43.8 0.734 0.44 0.442
easy T1181 35.5 0.749 0.36 0.830
easy T1181 43.1 0.734 0.42 0.814
easy T1181 36.0 0.652 0.42 0.386
easy T1181 43.3 0.780 0.42 0.421
easy T1181 43.3 0.780 0.42 0.421
easy T1181 43.3 0.780 0.42 0.421
easy T1181 37.0 0.687 0.45 0.404
easy T1181 37.0 0.689 0.45 0.404
easy T1181 39.0 0.739 0.41 0.835
easy T1181 39.6 0.641 0.41 0.733
easy T1181 34.7 0.716 0.48 0.440
easy T1181 43.5 0.664 0.48 0.769
easy T1181 40.2 0.671 0.43 0.421
easy T1181 32.2 0.608 0.40 0.726
easy T1181 36.9 0.681 0.37 0.734
easy T1181 36.2 0.673 0.37 0.734
easy T1181 36.9 0.683 0.42 0.790
easy T1181 36.9 0.683 0.42 0.790
easy T1181 38.2 0.662 0.44 0.428
easy T1181 36.3 0.730 0.39 0.813
easy T1181 33.3 0.654 0.36 0.396
easy T1181 37.9 0.692 0.44 0.451
easy T1181 38.6 0.651 0.44 0.792
easy T1181 38.6 0.651 0.44 0.792
easy T1181 38.6 0.651 0.44 0.792
easy T1181 32.7 0.719 0.41 0.437
easy T1181 35.0 0.647 0.41 0.768
easy T1181 35.0 0.647 0.41 0.768
easy T1181 35.0 0.647 0.41 0.768
easy T1181 27.2 0.625 0.33 0.748
easy T1181 37.9 0.636 0.43 0.760
easy T1181 37.5 0.640 0.43 0.760
easy T1181 37.5 0.640 0.43 0.760
easy T1181 37.9 0.636 0.43 0.760
easy T1181 38.0 0.634 0.44 0.760
easy T1181 37.3 0.633 0.43 0.760
easy T1181 37.7 0.633 0.43 0.760
easy T1181 36.8 0.631 0.42 0.761
easy T1181 31.9 0.574 0.32 0.719
easy T1181 31.9 0.574 0.32 0.719
easy T1181 32.2 0.629 0.40 0.765
easy T1181 30.9 0.598 0.33 0.724
easy T1181 34.5 0.542 0.31 0.678
easy T1181 34.5 0.542 0.31 0.678
easy T1181 33.1 0.674 0.31 0.701
easy T1181 37.4 0.645 0.39 0.790
easy T1181 36.5 0.651 0.42 0.784
easy T1181 32.4 0.572 0.34 0.382
easy T1181 34.2 0.577 0.31 0.742
easy T1181 33.7 0.609 0.34 0.377
easy T1181 33.8 0.605 0.40 0.407
easy T1181 36.6 0.644 0.39 0.776
easy T1181 36.6 0.644 0.39 0.776
easy T1181 31.1 0.542 0.31 0.706
easy T1181 26.3 0.540 0.28 0.694
easy T1181 26.3 0.540 0.28 0.694
easy T1181 26.3 0.540 0.28 0.694
easy T1181 30.5 0.638 0.39 0.402
easy T1181 34.2 0.595 0.36 0.371
easy T1181 37.0 0.591 0.36 0.754
easy T1181 37.5 0.529 0.37 0.349
easy T1181 37.5 0.529 0.37 0.349
easy T1181 37.5 0.529 0.37 0.349
easy T1181 25.5 0.599 0.33 0.451
easy T1181 35.4 0.589 0.37 0.721
